id,region,departement,code Departement ,code_INSEE_Commune,ville,nombre_de_Contribuables,moyenne_Actifs_Euros,moyenne_Impot_Euros,annee,code_Region
258,ILE-DE-FRANCE,VAL-DE-MARNE,94,46,MAISONS-ALFORT,118,2113140,8178,2020,8
259,ILE-DE-FRANCE,VAL-DE-MARNE,94,46,MAISONS-ALFORT,126,2146757,8447,2021,8
260,ILE-DE-FRANCE,VAL-DE-MARNE,94,46,MAISONS-ALFORT,136,2163052,8631,2022,8
261,ILE-DE-FRANCE,YVELINES,78,358,MAISONS-LAFFITTE,231,2038385,7143,2019,8
262,ILE-DE-FRANCE,YVELINES,78,358,MAISONS-LAFFITTE,240,2142351,8091,2020,8
263,ILE-DE-FRANCE,YVELINES,78,358,MAISONS-LAFFITTE,257,2136473,8198,2021,8
264,ILE-DE-FRANCE,YVELINES,78,358,MAISONS-LAFFITTE,301,2131771,8021,2022,8
265,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,46,MALAKOFF,62,2336846,9058,2019,8
266,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,46,MALAKOFF,67,2263465,8779,2020,8
267,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,46,MALAKOFF,80,2330760,9330,2021,8
268,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,46,MALAKOFF,88,2339674,9523,2022,8
269,ILE-DE-FRANCE,SEINE-ET-MARNE,77,284,MEAUX,53,2100117,7635,2020,8
270,ILE-DE-FRANCE,SEINE-ET-MARNE,77,284,MEAUX,59,2080362,7457,2021,8
271,ILE-DE-FRANCE,SEINE-ET-MARNE,77,284,MEAUX,61,2127553,7920,2022,8
272,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,48,MEUDON,360,2104584,7519,2019,8
273,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,48,MEUDON,379,2118038,7706,2020,8
274,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,48,MEUDON,412,2105975,7404,2021,8
275,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,48,MEUDON,467,2116213,7413,2022,8
276,ILE-DE-FRANCE,ESSONNE,91,421,MONTGERON,58,2314293,10561,2021,8
277,ILE-DE-FRANCE,ESSONNE,91,421,MONTGERON,62,2442476,11803,2022,8
278,ILE-DE-FRANCE,VAL-D'OISE,95,428,MONTMORENCY,118,2319776,9963,2019,8
279,ILE-DE-FRANCE,VAL-D'OISE,95,428,MONTMORENCY,117,2353003,11105,2020,8
280,ILE-DE-FRANCE,VAL-D'OISE,95,428,MONTMORENCY,122,2405212,10699,2021,8
281,ILE-DE-FRANCE,VAL-D'OISE,95,428,MONTMORENCY,137,2368405,10204,2022,8
282,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,48,MONTREUIL SOUS BOIS,87,2009584,6921,2019,8
283,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,48,MONTREUIL SOUS BOIS,102,1958129,7102,2020,8
284,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,48,MONTREUIL SOUS BOIS,115,2006194,7331,2021,8
285,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,48,MONTREUIL SOUS BOIS,134,1966861,7117,2022,8
286,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,49,MONTROUGE,179,2194745,9744,2019,8
287,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,49,MONTROUGE,198,2143076,9341,2020,8
288,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,49,MONTROUGE,221,2166077,9359,2021,8
289,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,49,MONTROUGE,246,2152624,9205,2022,8
290,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,50,NANTERRE,93,2105610,8334,2019,8
291,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,50,NANTERRE,98,2119191,8468,2020,8
292,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,50,NANTERRE,100,2084585,8144,2021,8
293,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,50,NANTERRE,110,2167359,8826,2022,8
294,ILE-DE-FRANCE,VAL-DE-MARNE,94,52,NOGENT SUR MARNE,312,2801745,8373,2019,8
295,ILE-DE-FRANCE,VAL-DE-MARNE,94,52,NOGENT SUR MARNE,314,2845109,8549,2020,8
296,ILE-DE-FRANCE,VAL-DE-MARNE,94,52,NOGENT SUR MARNE,313,2945152,9252,2021,8
297,ILE-DE-FRANCE,VAL-DE-MARNE,94,52,NOGENT SUR MARNE,338,2877186,9524,2022,8
298,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,51,NOISY LE GRAND,59,2293357,9331,2019,8
299,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,51,NOISY LE GRAND,60,2355900,10328,2020,8
300,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,51,NOISY LE GRAND,60,2322390,10276,2021,8
301,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,51,NOISY LE GRAND,64,2351088,9794,2022,8
302,ILE-DE-FRANCE,ESSONNE,91,477,PALAISEAU,51,3234389,14644,2019,8
303,ILE-DE-FRANCE,ESSONNE,91,477,PALAISEAU,55,3043483,11759,2020,8
304,ILE-DE-FRANCE,ESSONNE,91,477,PALAISEAU,65,2930254,10310,2021,8
305,ILE-DE-FRANCE,ESSONNE,91,477,PALAISEAU,76,2782407,9944,2022,8
306,ILE-DE-FRANCE,PARIS,75,110,PARIS 10e,530,2166497,8407,2019,8
307,ILE-DE-FRANCE,PARIS,75,110,PARIS 10e,593,2143113,8192,2020,8
308,ILE-DE-FRANCE,PARIS,75,110,PARIS 10e,637,2178027,8359,2021,8
309,ILE-DE-FRANCE,PARIS,75,110,PARIS 10e,714,2183052,8458,2022,8
310,ILE-DE-FRANCE,PARIS,75,113,PARIS 13e,936,2156244,8602,2019,8
311,ILE-DE-FRANCE,PARIS,75,118,PARIS 18e,799,2465575,11154,2019,8
312,ILE-DE-FRANCE,PARIS,75,118,PARIS 18e,823,2598371,11427,2020,8
313,ILE-DE-FRANCE,PARIS,75,118,PARIS 18e,875,2521034,11273,2021,8
314,ILE-DE-FRANCE,PARIS,75,118,PARIS 18e,948,2547934,11627,2022,8
315,ILE-DE-FRANCE,PARIS,75,119,PARIS 19e,471,2226403,8683,2019,8
316,ILE-DE-FRANCE,PARIS,75,119,PARIS 19e,498,2258958,8891,2020,8
317,ILE-DE-FRANCE,PARIS,75,119,PARIS 19e,541,2275077,8813,2021,8
318,ILE-DE-FRANCE,PARIS,75,119,PARIS 19e,594,2385687,9972,2022,8
319,ILE-DE-FRANCE,PARIS,75,101,PARIS 1er,517,2755940,13402,2019,8
320,ILE-DE-FRANCE,PARIS,75,101,PARIS 1er,539,2805955,13503,2020,8
321,ILE-DE-FRANCE,PARIS,75,101,PARIS 1er,572,2847199,13625,2021,8
322,ILE-DE-FRANCE,PARIS,75,101,PARIS 1er,589,2832589,14142,2022,8
323,ILE-DE-FRANCE,PARIS,75,120,PARIS 20e,469,2092449,8136,2019,8
324,ILE-DE-FRANCE,PARIS,75,120,PARIS 20e,510,2155114,8655,2020,8
325,ILE-DE-FRANCE,PARIS,75,120,PARIS 20e,556,2222816,8489,2021,8
326,ILE-DE-FRANCE,PARIS,75,120,PARIS 20e,599,2216894,8527,2022,8
327,ILE-DE-FRANCE,PARIS,75,102,PARIS 2e,303,2361067,10649,2019,8
328,ILE-DE-FRANCE,PARIS,75,102,PARIS 2e,310,2393482,10928,2020,8
329,ILE-DE-FRANCE,PARIS,75,102,PARIS 2e,344,2357418,10614,2021,8
330,ILE-DE-FRANCE,PARIS,75,102,PARIS 2e,385,2473198,11162,2022,8
331,ILE-DE-FRANCE,PARIS,75,103,PARIS 3e,742,2531358,12101,2019,8
332,ILE-DE-FRANCE,PARIS,75,103,PARIS 3e,778,2552963,12493,2020,8
333,ILE-DE-FRANCE,PARIS,75,103,PARIS 3e,848,2601499,12215,2021,8
334,ILE-DE-FRANCE,PARIS,75,103,PARIS 3e,887,2653122,13157,2022,8
335,ILE-DE-FRANCE,PARIS,75,104,PARIS 4e,836,2761867,13712,2019,8
336,ILE-DE-FRANCE,PARIS,75,104,PARIS 4e,872,2757815,13092,2020,8
337,ILE-DE-FRANCE,PARIS,75,104,PARIS 4e,924,2813386,14092,2021,8
338,ILE-DE-FRANCE,PARIS,75,104,PARIS 4e,954,2831332,14004,2022,8
339,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,62,PUTEAUX,121,2115114,8564,2019,8
340,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,62,PUTEAUX,134,2121506,8477,2020,8
341,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,62,PUTEAUX,143,2128067,8470,2021,8
342,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,62,PUTEAUX,160,2236466,9574,2022,8
343,ILE-DE-FRANCE,YVELINES,78,517,RAMBOUILLET,84,2043989,7759,2019,8
344,ILE-DE-FRANCE,YVELINES,78,517,RAMBOUILLET,80,2105455,8385,2020,8
345,ILE-DE-FRANCE,YVELINES,78,517,RAMBOUILLET,82,2108517,7890,2021,8
346,ILE-DE-FRANCE,YVELINES,78,517,RAMBOUILLET,91,2117592,8080,2022,8
347,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,63,RUEIL MALMAISON,646,2145530,8067,2019,8
348,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,63,RUEIL MALMAISON,666,2145313,7956,2020,8
349,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,63,RUEIL MALMAISON,734,2193654,8267,2021,8
350,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,63,RUEIL MALMAISON,808,2244483,8509,2022,8
351,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,64,SAINT CLOUD,618,2395348,10151,2019,8
352,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,64,SAINT CLOUD,625,2421389,10363,2020,8
353,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,64,SAINT CLOUD,659,2414712,10438,2021,8
354,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,64,SAINT CLOUD,710,2444826,10728,2022,8
355,ILE-DE-FRANCE,VAL-DE-MARNE,94,67,SAINT MANDE,401,2466876,11607,2019,8
356,ILE-DE-FRANCE,VAL-DE-MARNE,94,67,SAINT MANDE,419,2495415,10864,2020,8
357,ILE-DE-FRANCE,VAL-DE-MARNE,94,67,SAINT MANDE,436,2466345,11091,2021,8
358,ILE-DE-FRANCE,VAL-DE-MARNE,94,67,SAINT MANDE,455,2447837,10832,2022,8
359,ILE-DE-FRANCE,VAL-DE-MARNE,94,68,SAINT MAUR DES FOSSES,682,2208193,9262,2019,8
360,ILE-DE-FRANCE,VAL-DE-MARNE,94,68,SAINT MAUR DES FOSSES,668,2207442,8997,2020,8
361,ILE-DE-FRANCE,VAL-DE-MARNE,94,68,SAINT MAUR DES FOSSES,744,2226866,9098,2021,8
362,ILE-DE-FRANCE,VAL-DE-MARNE,94,68,SAINT MAUR DES FOSSES,805,2249083,9264,2022,8
363,ILE-DE-FRANCE,YVELINES,78,551,SAINT-GERMAIN-EN-LAYE,514,2196506,8199,2019,8
364,ILE-DE-FRANCE,YVELINES,78,551,SAINT-GERMAIN-EN-LAYE,612,2183282,7928,2020,8
365,ILE-DE-FRANCE,YVELINES,78,551,SAINT-GERMAIN-EN-LAYE,651,2213228,8133,2021,8
366,ILE-DE-FRANCE,YVELINES,78,551,SAINT-GERMAIN-EN-LAYE,688,2246020,8564,2022,8
367,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,71,SCEAUX,403,2240038,8937,2022,8
368,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,72,SEVRES,252,2039924,7388,2019,8
369,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,72,SEVRES,261,2091828,7787,2020,8
370,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,72,SEVRES,298,2068322,7585,2021,8
371,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,72,SEVRES,333,2134555,8225,2022,8
372,ILE-DE-FRANCE,VAL-D'OISE,95,555,ST GRATIEN,52,2101699,8347,2021,8
373,ILE-DE-FRANCE,VAL-D'OISE,95,555,ST GRATIEN,60,2026099,7446,2022,8
374,ILE-DE-FRANCE,VAL-DE-MARNE,94,71,SUCY EN BRIE,60,1954347,6987,2019,8
375,ILE-DE-FRANCE,VAL-DE-MARNE,94,71,SUCY EN BRIE,60,2043044,7684,2020,8
376,ILE-DE-FRANCE,VAL-DE-MARNE,94,71,SUCY EN BRIE,66,2030079,7283,2021,8
377,ILE-DE-FRANCE,VAL-DE-MARNE,94,71,SUCY EN BRIE,73,2099084,8074,2022,8
378,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,73,SURESNES,246,2030228,7091,2019,8
379,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,73,SURESNES,262,2034503,7113,2020,8
380,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,73,SURESNES,290,2057632,7451,2021,8
381,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,73,SURESNES,325,2104393,7773,2022,8
382,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,75,VANVES,149,2052514,7509,2019,8
383,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,75,VANVES,148,2025536,7491,2020,8
384,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,75,VANVES,153,2070197,7700,2021,8
385,ILE-DE-FRANCE,HAUTS-DE-SEINE,92,75,VANVES,170,2124748,8415,2022,8
386,ILE-DE-FRANCE,VAL-DE-MARNE,94,76,VILLEJUIF,54,2140874,8892,2022,8
387,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,77,VILLEMOMBLE,55,2240805,9872,2019,8
388,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,77,VILLEMOMBLE,53,2384303,11006,2020,8
389,ILE-DE-FRANCE,SEINE-SAINT-DENIS,93,77,VILLEMOMBLE,53,2305022,9791,2021,8
390,ILE-DE-FRANCE,VAL-DE-MARNE,94,80,VINCENNES,429,2120055,7908,2019,8
391,ILE-DE-FRANCE,VAL-DE-MARNE,94,80,VINCENNES,446,2155274,8278,2020,8
392,ILE-DE-FRANCE,VAL-DE-MARNE,94,80,VINCENNES,470,2151686,8030,2021,8
393,ILE-DE-FRANCE,VAL-DE-MARNE,94,80,VINCENNES,522,2163228,8143,2022,8
394,ILE-DE-FRANCE,VAL-DE-MARNE,94,81,VITRY SUR SEINE,56,2060675,8164,2019,8
395,ILE-DE-FRANCE,VAL-DE-MARNE,94,81,VITRY SUR SEINE,53,2099996,8661,2020,8
396,ILE-DE-FRANCE,VAL-DE-MARNE,94,81,VITRY SUR SEINE,51,2111767,8756,2021,8
397,ILE-DE-FRANCE,VAL-DE-MARNE,94,81,VITRY SUR SEINE,53,2147960,9237,2022,8
398,LA REUNION,LA REUNION,97,411,SAINT DENIS,291,2324532,10569,2019,9
399,LA REUNION,LA REUNION,97,411,SAINT DENIS,293,2383615,11004,2020,9
400,LA REUNION,LA REUNION,97,411,SAINT DENIS,292,2488467,11464,2021,9
401,LA REUNION,LA REUNION,97,411,SAINT DENIS,309,2448651,10902,2022,9
402,LA REUNION,LA REUNION,97,415,SAINT PAUL,174,2161052,9064,2019,9
403,LA REUNION,LA REUNION,97,415,SAINT PAUL,175,2144491,8940,2020,9
404,LA REUNION,LA REUNION,97,415,SAINT PAUL,186,2207109,9516,2021,9
405,LA REUNION,LA REUNION,97,415,SAINT PAUL,208,2205636,9531,2022,9
406,LA REUNION,LA REUNION,97,416,SAINT PIERRE,108,2495870,12228,2019,9
407,LA REUNION,LA REUNION,97,416,SAINT PIERRE,111,2385917,11002,2020,9
408,LA REUNION,LA REUNION,97,416,SAINT PIERRE,115,2437165,11334,2021,9
409,LA REUNION,LA REUNION,97,416,SAINT PIERRE,119,2383185,10730,2022,9
410,LA REUNION,LA REUNION,97,422,TAMPON,93,2145837,8875,2019,9
411,LA REUNION,LA REUNION,97,422,TAMPON,93,2143365,8852,2020,9
412,LA REUNION,LA REUNION,97,422,TAMPON,100,2115447,8301,2021,9
413,LA REUNION,LA REUNION,97,422,TAMPON,95,2450843,11759,2022,9
414,LES-HAUTS-DE-FRANCE,SOMME,80,21,AMIENS,160,2176603,8769,2019,10
415,LES-HAUTS-DE-FRANCE,SOMME,80,21,AMIENS,165,2106323,8044,2020,10
416,LES-HAUTS-DE-FRANCE,SOMME,80,21,AMIENS,167,2154557,8469,2021,10
417,LES-HAUTS-DE-FRANCE,SOMME,80,21,AMIENS,169,2190789,8679,2022,10
418,LES-HAUTS-DE-FRANCE,PAS-DE-CALAIS,62,41,ARRAS,51,1884753,6321,2021,10
419,LES-HAUTS-DE-FRANCE,PAS-DE-CALAIS,62,41,ARRAS,52,1940972,6975,2022,10
420,LES-HAUTS-DE-FRANCE,OISE,60,57,BEAUVAIS,61,2895949,15666,2019,10
421,LES-HAUTS-DE-FRANCE,OISE,60,57,BEAUVAIS,61,3055466,13556,2020,10
422,LES-HAUTS-DE-FRANCE,OISE,60,57,BEAUVAIS,61,3129108,13607,2021,10
423,LES-HAUTS-DE-FRANCE,OISE,60,57,BEAUVAIS,63,3063474,14153,2022,10
424,LES-HAUTS-DE-FRANCE,OISE,60,159,COMPIEGNE,101,2672753,11081,2019,10
425,LES-HAUTS-DE-FRANCE,OISE,60,159,COMPIEGNE,100,2791353,15025,2020,10
426,LES-HAUTS-DE-FRANCE,OISE,60,159,COMPIEGNE,104,2808925,12020,2021,10
427,LES-HAUTS-DE-FRANCE,OISE,60,159,COMPIEGNE,114,2728272,13032,2022,10
428,LES-HAUTS-DE-FRANCE,NORD,59,163,CROIX,85,2168735,7149,2019,10
429,LES-HAUTS-DE-FRANCE,NORD,59,163,CROIX,90,2167695,7503,2020,10
430,LES-HAUTS-DE-FRANCE,NORD,59,163,CROIX,95,2345519,8725,2021,10
431,LES-HAUTS-DE-FRANCE,NORD,59,163,CROIX,111,2295986,7722,2022,10
432,LES-HAUTS-DE-FRANCE,NORD,59,183,DUNKERQUE,53,2027053,7673,2019,10
433,LES-HAUTS-DE-FRANCE,NORD,59,183,DUNKERQUE,59,2063525,8042,2020,10
434,LES-HAUTS-DE-FRANCE,NORD,59,183,DUNKERQUE,65,2033788,7795,2021,10
435,LES-HAUTS-DE-FRANCE,NORD,59,183,DUNKERQUE,59,2164627,8918,2022,10
436,LES-HAUTS-DE-FRANCE,NORD,59,368,LA MADELEINE,53,2531042,10561,2019,10
437,LES-HAUTS-DE-FRANCE,NORD,59,368,LA MADELEINE,54,2359042,9111,2020,10
438,LES-HAUTS-DE-FRANCE,NORD,59,368,LA MADELEINE,58,2391066,11929,2021,10
439,LES-HAUTS-DE-FRANCE,NORD,59,368,LA MADELEINE,64,2486072,9666,2022,10
440,LES-HAUTS-DE-FRANCE,NORD,59,328,LAMBERSART,60,2364093,9423,2019,10
441,LES-HAUTS-DE-FRANCE,NORD,59,328,LAMBERSART,70,2458088,9225,2020,10
442,LES-HAUTS-DE-FRANCE,NORD,59,328,LAMBERSART,89,2424694,9942,2021,10
443,LES-HAUTS-DE-FRANCE,NORD,59,328,LAMBERSART,92,2360265,9299,2022,10
444,LES-HAUTS-DE-FRANCE,NORD,59,350,LILLE,283,2367618,9904,2019,10
445,LES-HAUTS-DE-FRANCE,NORD,59,350,LILLE,304,2389999,10621,2020,10
446,LES-HAUTS-DE-FRANCE,NORD,59,350,LILLE,325,2256665,8556,2021,10
447,LES-HAUTS-DE-FRANCE,NORD,59,350,LILLE,366,2406814,9731,2022,10
448,LES-HAUTS-DE-FRANCE,NORD,59,378,MARCQ EN BAROEUL,227,2346145,8927,2019,10
449,LES-HAUTS-DE-FRANCE,NORD,59,378,MARCQ EN BAROEUL,228,2388338,8570,2020,10
450,LES-HAUTS-DE-FRANCE,NORD,59,378,MARCQ EN BAROEUL,248,2361357,8036,2021,10
451,LES-HAUTS-DE-FRANCE,NORD,59,378,MARCQ EN BAROEUL,288,2319071,8630,2022,10
452,LES-HAUTS-DE-FRANCE,NORD,59,9,VILLENEUVE D'ASCQ,103,2088373,7670,2019,10
453,LES-HAUTS-DE-FRANCE,NORD,59,9,VILLENEUVE D'ASCQ,109,2352335,7018,2020,10
454,LES-HAUTS-DE-FRANCE,NORD,59,9,VILLENEUVE D'ASCQ,119,1943706,5461,2021,10
455,LES-HAUTS-DE-FRANCE,NORD,59,9,VILLENEUVE D'ASCQ,136,1969385,6135,2022,10
456,LES-HAUTS-DE-FRANCE,NORD,59,646,WASQUEHAL,74,2266876,9860,2019,10
457,LES-HAUTS-DE-FRANCE,NORD,59,646,WASQUEHAL,71,2124288,7591,2020,10
458,LES-HAUTS-DE-FRANCE,NORD,59,646,WASQUEHAL,75,2120453,7619,2021,10
459,LES-HAUTS-DE-FRANCE,NORD,59,646,WASQUEHAL,87,2145642,8167,2022,10
460,NORMANDIE,CALVADOS,14,118,CAEN,197,2192665,9311,2019,11
461,NORMANDIE,CALVADOS,14,118,CAEN,193,2184839,9207,2020,11
462,NORMANDIE,CALVADOS,14,118,CAEN,213,2236565,9557,2021,11
463,NORMANDIE,CALVADOS,14,118,CAEN,235,2255639,9789,2022,11
464,NORMANDIE,SEINE-MARITIME,76,351,LE HAVRE,103,2202851,9551,2019,11
465,NORMANDIE,SEINE-MARITIME,76,351,LE HAVRE,96,2184636,9070,2020,11
466,NORMANDIE,SEINE-MARITIME,76,351,LE HAVRE,112,2192983,9209,2021,11
467,NORMANDIE,SEINE-MARITIME,76,351,LE HAVRE,118,2164953,8925,2022,11
468,NORMANDIE,SEINE-MARITIME,76,540,ROUEN,158,2102109,8472,2019,11
469,NORMANDIE,SEINE-MARITIME,76,540,ROUEN,152,2145965,8751,2020,11
470,NORMANDIE,SEINE-MARITIME,76,540,ROUEN,166,2168910,8814,2021,11
471,NORMANDIE,SEINE-MARITIME,76,540,ROUEN,197,2156208,8387,2022,11
472,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,24,ANGLET,190,2057209,8322,2019,12
473,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,24,ANGLET,207,2066437,7957,2020,12
474,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,24,ANGLET,252,2152651,8967,2021,12
475,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,24,ANGLET,306,2099088,8281,2022,12
476,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,102,BAYONNE,114,2071024,8246,2019,12
477,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,102,BAYONNE,129,2071107,7940,2020,12
478,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,102,BAYONNE,133,2188455,8537,2021,12
479,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,102,BAYONNE,144,2208999,9090,2022,12
480,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,122,BIARRITZ,262,2243840,9875,2019,12
481,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,122,BIARRITZ,273,2213642,8781,2020,12
482,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,122,BIARRITZ,332,2262827,9104,2021,12
483,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,122,BIARRITZ,405,2309024,9546,2022,12
484,NOUVELLE-AQUITAINE,CORREZE,19,31,BRIVE,58,2718003,15376,2019,12
485,NOUVELLE-AQUITAINE,CORREZE,19,31,BRIVE,59,2764393,15444,2020,12
486,NOUVELLE-AQUITAINE,CORREZE,19,31,BRIVE,59,2850188,14878,2021,12
487,NOUVELLE-AQUITAINE,CORREZE,19,31,BRIVE,66,2759759,14534,2022,12
488,NOUVELLE-AQUITAINE,GIRONDE,33,162,EYSINES,52,2076615,8194,2021,12
489,NOUVELLE-AQUITAINE,GIRONDE,33,162,EYSINES,57,2019978,7732,2022,12
490,NOUVELLE-AQUITAINE,GIRONDE,33,192,GRADIGNAN,69,2137297,8463,2019,12
491,NOUVELLE-AQUITAINE,GIRONDE,33,192,GRADIGNAN,71,2260960,9111,2020,12
492,NOUVELLE-AQUITAINE,GIRONDE,33,192,GRADIGNAN,75,2371111,9858,2021,12
493,NOUVELLE-AQUITAINE,GIRONDE,33,192,GRADIGNAN,80,2472298,10348,2022,12
494,NOUVELLE-AQUITAINE,GIRONDE,33,199,GUJAN-MESTRAS,53,2030226,8054,2021,12
495,NOUVELLE-AQUITAINE,GIRONDE,33,199,GUJAN-MESTRAS,68,1986092,7480,2022,12
496,NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17,300,LA ROCHELLE,220,2072775,7873,2019,12
497,NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17,300,LA ROCHELLE,236,2087858,7857,2020,12
498,NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17,300,LA ROCHELLE,268,2127345,8278,2021,12
499,NOUVELLE-AQUITAINE,CHARENTE-MARITIME,17,300,LA ROCHELLE,305,2161802,8229,2022,12
500,NOUVELLE-AQUITAINE,GIRONDE,33,529,LA TESTE DE BUCH,196,2266493,8843,2019,12
501,NOUVELLE-AQUITAINE,GIRONDE,33,529,LA TESTE DE BUCH,195,2309321,9374,2020,12
502,NOUVELLE-AQUITAINE,GIRONDE,33,529,LA TESTE DE BUCH,234,2280975,9896,2021,12
503,NOUVELLE-AQUITAINE,GIRONDE,33,529,LA TESTE DE BUCH,282,2280552,9076,2022,12
504,NOUVELLE-AQUITAINE,GIRONDE,33,69,LE BOUSCAT,181,2426451,11318,2019,12
505,NOUVELLE-AQUITAINE,GIRONDE,33,69,LE BOUSCAT,197,2468063,11565,2020,12
506,NOUVELLE-AQUITAINE,GIRONDE,33,69,LE BOUSCAT,215,2451929,11819,2021,12
507,NOUVELLE-AQUITAINE,GIRONDE,33,69,LE BOUSCAT,259,2410045,11182,2022,12
508,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87,85,LIMOGES,131,2285481,9985,2019,12
509,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87,85,LIMOGES,139,2287185,9998,2020,12
510,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87,85,LIMOGES,138,2373323,11236,2021,12
511,NOUVELLE-AQUITAINE,HAUTE-VIENNE,87,85,LIMOGES,149,2314909,10543,2022,12
512,NOUVELLE-AQUITAINE,GIRONDE,33,281,MERIGNAC,145,2145902,9426,2019,12
513,NOUVELLE-AQUITAINE,GIRONDE,33,281,MERIGNAC,152,2139603,8930,2020,12
514,NOUVELLE-AQUITAINE,GIRONDE,33,281,MERIGNAC,165,2257744,9734,2021,12
515,NOUVELLE-AQUITAINE,GIRONDE,33,281,MERIGNAC,177,2204196,9551,2022,12
516,NOUVELLE-AQUITAINE,DEUX-SEVRES,79,191,NIORT,52,2256245,10203,2019,12
517,NOUVELLE-AQUITAINE,DEUX-SEVRES,79,191,NIORT,51,2266692,10292,2020,12
518,NOUVELLE-AQUITAINE,DEUX-SEVRES,79,191,NIORT,54,2211150,9419,2021,12
519,NOUVELLE-AQUITAINE,DEUX-SEVRES,79,191,NIORT,56,2119336,7370,2022,12
520,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,445,PAU,100,1868959,6301,2019,12
521,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,445,PAU,112,1895825,6563,2020,12
522,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,445,PAU,109,2012327,7221,2021,12
523,NOUVELLE-AQUITAINE,PYRENEES-ATLANTIQUES,64,445,PAU,117,2086255,7608,2022,12
524,NOUVELLE-AQUITAINE,GIRONDE,33,318,PESSAC,109,1935728,6363,2019,12
